client,facility,system,device,channo,channame,chanunits,description
Shell,Olympus,MIS,Derived,845,DRL True Wind Dir,degT,DRL wind direction from true north at the sensor location.
Shell,Olympus,MIS,Derived,846,DRL North Wind Spd,knots,DRL wind speed component along True North Direction at the sensor location. DRL North Wind Spd = derived(DRL Wind Spd) * cos(derived(DRL Wind Dir)).
Shell,Olympus,MIS,Derived,847,DRL East Wind Spd,knots,DRL wind speed component along True East Direction at the sensor location. DRL East Wind Spd = derived(DRL Wind Spd) * sin(derived(DRL Wind Dir)).
Shell,Olympus,MIS,Derived,848,DRL 3sec Wind Spd,knots,The 3 seconds running average of derived(DRL Wind Spd) at the sensor location.
Shell,Olympus,MIS,Derived,849,DRL 3sec Wind Dir,degT,"The 3 seconds running average of derived(DRL Wind Dir), referring to the true north at the sensor location."
Shell,Olympus,MIS,Derived,850,DRL 1min Wind Spd,knots,The 1 minutes running average of derived(DRL Wind Spd) at the sensor location.
Shell,Olympus,MIS,Derived,851,DRL 1min Wind Dir,degT,"The 1 minutes running average of derived(DRL Wind Dir), referring to the true north at the sensor location."
Shell,Olympus,MIS,Derived,852,DRL 1hr Wind Spd,knots,The 1 hour running average of derived(DRL Wind Spd) at the sensor location.
Shell,Olympus,MIS,Derived,853,DRL 1hr Wind Dir,degT,"The 1 hour running average of derived(DRL Wind Dir), referring to the true north at the sensor location."
Shell,Olympus,MIS,Derived,854,MAS Wind Spd,knots,"Best wind speed from derived channels POW Wind Spd, PRO Wind Spd, DRL Wind Spd."
Shell,Olympus,MIS,Derived,855,MAS True Wind Dir,degT,True wind direction associated with MAS Wind Spd.
Shell,Olympus,MIS,Derived,856,MAS North Wind Spd,knots,MAS wind speed component along True North Direction. MAS North Wind Spd = derived(MAS Wind Spd) * cos(derived(MAS Wind Dir)).
Shell,Olympus,MIS,Derived,857,MAS East Wind Spd,knots,MAS wind speed component along True East Direction. MAS East Wind Spd = derived(MAS Wind Spd) * sin(derived(MAS Wind Dir)).
Shell,Olympus,MIS,Derived,858,MAS 3sec Wind Spd,knots,The 3 seconds running average of derived(MAS Wind Spd).
Shell,Olympus,MIS,Derived,859,MAS 3sec Wind Dir,degT,"The 3 seconds running average of derived(MAS Wind Dir), referring to the true north ."
Shell,Olympus,MIS,Derived,860,MAS 1min Wind Spd,knots,The 1 minutes running average of derived(MAS Wind Spd) .
Shell,Olympus,MIS,Derived,861,MAS 1min Wind Dir,degT,"The 1 minutes running average of derived(MAS Wind Dir), referring to the true north ."
Shell,Olympus,MIS,Derived,862,MAS 1hr Wind Spd,knots,The 1 hour running average of derived(MAS Wind Spd) .
Shell,Olympus,MIS,Derived,863,MAS 1hr Wind Dir,degT,"The 1 hour running average of derived(MAS Wind Dir), referring to the true north ."
Shell,Olympus,MIS,Derived,864,MAS Sensor Mask,bits,
Shell,Olympus,MIS,Derived,865,Fugro GPS Lat,deg,Fugro GPS latitude position in deg decimal.
Shell,Olympus,MIS,Derived,866,Fugro GPS Lon,deg,Fugro GPS longitude position in deg decimal.
Shell,Olympus,MIS,Derived,867,Fugro GPS Altitude,ft,Fugro altitude reading at GPS height.
Shell,Olympus,MIS,Derived,868,Fugro GPS Northings,ft,Fugro Northings measured from local GPS position.
Shell,Olympus,MIS,Derived,869,Fugro GPS Eastings,ft,Fugro Eastings measured from local GPS position.
Shell,Olympus,MIS,Derived,870,Fugro PQ Northings,ft,Fugro Northings measured from platform reference position.
Shell,Olympus,MIS,Derived,871,Fugro PQ Eastings,ft,Fugro Eastings measured from platform reference position.
Shell,Olympus,MIS,Derived,872,Fugro PQ Offset,ft,Distance of Fugro offset from the platform reference position.
Shell,Olympus,MIS,Derived,873,Fugro PQ Offset Dir,degT,Direction from true north to Fugro offset position.
Shell,Olympus,MIS,Derived,874,Fugro PQ Northings AVG,ft,20 minutes running average of Fugro PQ Northings.
Shell,Olympus,MIS,Derived,875,Fugro PQ Eastings AVG,ft,20 minutes running average of Fugro PQ Eastings.
Shell,Olympus,MIS,Derived,876,Fugro PQ UTM North,ft,Fugro PQ Northings in UTM coordinate system.
Shell,Olympus,MIS,Derived,877,Fugro PQ UTM East,ft,Fugro PQ Eastings in UTM coordinate system.
Shell,Olympus,MIS,Derived,878,Orion GPS Lat,deg,Orion GPS latitude position in deg decimal.
Shell,Olympus,MIS,Derived,879,Orion GPS Lon,deg,Orion GPS longitude position in deg decimal.
Shell,Olympus,MIS,Derived,880,Orion GPS Altitude,ft,Orion altitude reading at GPS height.
Shell,Olympus,MIS,Derived,881,Orion GPS Northings,ft,Orion Northings measured from local GPS position.
Shell,Olympus,MIS,Derived,882,Orion GPS Eastings,ft,Orion Eastings measured from local GPS position.
Shell,Olympus,MIS,Derived,883,Orion PQ Northings,ft,Orion Northings measured from platform reference position.
Shell,Olympus,MIS,Derived,884,Orion PQ Eastings,ft,Orion Eastings measured from platform reference position.
Shell,Olympus,MIS,Derived,885,Orion PQ Offset,ft,Distance of Orion offset from the platform reference position.
Shell,Olympus,MIS,Derived,886,Orion PQ Offset Dir,degT,Direction from true north to Orion offset position.
Shell,Olympus,MIS,Derived,887,Orion PQ Northings AVG,ft,20 minutes running average of Orion PQ Northings.
Shell,Olympus,MIS,Derived,888,Orion PQ Eastings AVG,ft,20 minutes running average of Orion PQ Eastings.
Shell,Olympus,MIS,Derived,889,Orion PQ UTM North,ft,Orion PQ Northings in UTM coordinate system.
Shell,Olympus,MIS,Derived,890,Orion PQ UTM East,ft,Orion PQ Eastings in UTM coordinate system.
Shell,Olympus,MIS,Derived,891,Combo GPS Lat,deg,Best of Fugro and Orion PQ Lat channels.
Shell,Olympus,MIS,Derived,892,Combo GPS Lon,deg,Best of Fugro and Orion PQ Lon channels.
Shell,Olympus,MIS,Derived,893,Combo GPS Altitude,ft,Best of Fugro and Orion PQ Altitude channels.
Shell,Olympus,MIS,Derived,894,Combo PQ Northings,ft,Best of Fugro and Orion PQ Northings channels.
Shell,Olympus,MIS,Derived,895,Combo PQ Eastings,ft,Best of Fugro and Orion PQ Eastings channels.
Shell,Olympus,MIS,Derived,896,Combo PQ Offset,ft,Best of Fugro and Orion PQ Offset channels.
Shell,Olympus,MIS,Derived,897,Combo PQ Offset Dir,degT,Best of Fugro and Orion PQ Offset Dir channels.
Shell,Olympus,MIS,Derived,898,Combo PQ Northings Avg,ft,Best of Fugro and Orion PQ Northings AVG channels.
Shell,Olympus,MIS,Derived,899,Combo PQ Eastings Avg,ft,Best of Fugro and Orion PQ Eastings AVG channels.
Shell,Olympus,MIS,Derived,900,Combo GPS Quality,degT,Best of Fugro and Orion GPS Quality channels.
Shell,Olympus,MIS,Derived,901,Combo No of Satellites,none,Best of Fugro and Orion GPS No. of Sats channels.
Shell,Olympus,MIS,Derived,902,Combo PQ Northings WC,#,Best of Fugro and Orion PQ Northings channels (WC: Watch-circle shown on WinMon display).
Shell,Olympus,MIS,Derived,903,Combo PQ Eastings WC,ft,Best of Fugro and Orion PQ Eastings channels (WC: Watch-circle shown on WinMon display).
Shell,Olympus,MIS,Derived,904,Combo PQ Offset WC,ft,Best of Fugro and Orion PQ Offset channels (WC: Watch-circle shown on WinMon display).
Shell,Olympus,MIS,Derived,905,Combo PQ Bearing WC,ft,Best of Fugro and Orion bearing from platform reference position (WC: Watch-circle shown on WinMon display).
Shell,Olympus,MIS,Derived,906,Combo PQ UTM North,deg,Best of Fugro and Orion PQ Northings in UTM coordinate system.
Shell,Olympus,MIS,Derived,907,Combo PQ UTM East,ft,Best of Fugro and Orion PQ Eastings in UTM coordinate system.
Shell,Olympus,MIS,Derived,908,2DOF Trim,deg,20 minutes running average of 2DoF roll angle of rotation about the local body longitudinal (x) axis at vessel origin.
Shell,Olympus,MIS,Derived,909,2DOF List,deg,20 minutes running average of 2DoF pitch angle of rotation about the local body longitudinal (y) axis at vessel origin.
Shell,Olympus,MIS,Derived,910,PQ List,deg,20 minutes running average of 6DoF roll angle of rotation about the local body longitudinal (x) axis at vessel origin.
Shell,Olympus,MIS,Derived,911,PQ Trim,deg,20 minutes running average of 6DoF pitch angle of rotation about the local body longitudinal (y) axis at vessel origin.
Shell,Olympus,MIS,Derived,912,PQ Roll RMS,deg,Root mean square of 20 minutes 6DoF roll angle of rotation about the local body longitudinal (x) axis at vessel origin.
Shell,Olympus,MIS,Derived,913,PQ Pitch RMS,deg,Root mean square of 20 minutes 6DoF pitch angle of rotation about the local body transverse (y) axis at vessel origin.
Shell,Olympus,MIS,Derived,914,PQ Tilt,deg,Derived from PQ Roll and PQ Pitch. PQ Tilt = sqrt(PQ Roll)2 + sqrt(PQ Pitch)2
Shell,Olympus,MIS,Derived,915,PQ Tilt Dir,degT,Derived tilt direction from PQ Roll and PQ Pitch. PQ Tilt Dir = atan[(PQ Roll)2 + (PQ Pitch)2] + PQ Heading
Shell,Olympus,MIS,Derived,916,PQ Surge Acc RMS,ft/s^2,Root mean square of 20 minutes PQ Surge Acc along the local body longitudinal (x) axis at vessel origin.
Shell,Olympus,MIS,Derived,917,PQ Sway Acc RMS,ft/s^2,Root mean square of 20 minutes PQ Sway Acc along the local body transverse (y) axis at vessel origin.
Shell,Olympus,MIS,Derived,918,PQ Heave Acc RMS,ft/s^2,Root mean square of 20 minutes PQ Heave Acc along the local body vertical (z) axis at vessel origin.
Shell,Olympus,MIS,Derived,919,PQ Deck Acc RMS,ft/s^2,Root mean square of 20 minutes ???? axis at vessel origin.
Shell,Olympus,MIS,Derived,920,PQ List 5min,deg,Running average of 5 minutes PQ List about the local body longitudinal (x) axis at vessel origin.
Shell,Olympus,MIS,Derived,921,PQ Trim 5min,deg,Running average of  5 minutes PQ Trim about the local body longitudinal (y) axis at vessel origin.
Shell,Olympus,MIS,Derived,922,PQ Roll RMS 5min,deg,Root mean square of 5 minutes roll angle of rotation about the local body longitudinal (x) axis at vessel origin.
Shell,Olympus,MIS,Derived,923,PQ Pitch RMS 5min,deg,Root mean square of 5 minutes pitch angle of rotation about the local body transverse (y) axis at vessel origin.
Shell,Olympus,MIS,Derived,924,MIS Watchdog,#,Indicate whether the MIS computer is communicating to BMT WinMon or not.
Shell,Olympus,MIS,Derived,925,MAWS Air Temperature Avg,degF,Running average of 20 minutes MAWS Air Temperature.
Shell,Olympus,MIS,Derived,926,MAWS Baro Pressure Avg,inHg,Running average of 20 minutes MAWS Baro Pressure.
Shell,Olympus,MIS,Derived,927,MAWS Cloud Height Avg,ft,Running average of 20 minutes MAWS Cloud Height.
Shell,Olympus,MIS,Derived,928,MAWS Visibility Avg,mile,Running average of 20 minutes MAWS Visibility.
Shell,Olympus,MIS,Derived,929,Riser A Load PT1,kips,"Output Riser A Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,930,Riser A Load PT2,kips,"Output Riser A Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,931,Riser A Load PT3,kips,"Output Riser A Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,932,Riser A Load PT4,kips,"Output Riser A Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,933,Riser A Load PT5,kips,"Output Riser A Load PT5, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,934,Riser A Load PT6,kips,"Output Riser A Load PT6, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,935,Riser A Load PT7,kips,"Output Riser A Load PT7, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,936,Riser A Load PT8,kips,"Output Riser A Load PT8, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,937,Riser A PT1 Diff,psi,"Output Riser A PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,938,Riser A PT2 Diff,psi,"Output Riser A PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,939,Riser A PT3 Diff,psi,"Output Riser A PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,940,Riser A PT4 Diff,psi,"Output Riser A PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,941,Riser A PT5 Diff,psi,"Output Riser A PT5 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,942,Riser A PT6 Diff,psi,"Output Riser A PT6 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,943,Riser A PT7 Diff,psi,"Output Riser A PT7 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,944,Riser A PT8 Diff,psi,"Output Riser A PT8 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,945,Riser A Tension,kips,"Output Riser A Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,946,Riser B Load PT1,kips,"Output Riser B Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,947,Riser B Load PT2,kips,"Output Riser B Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,948,Riser B Load PT3,kips,"Output Riser B Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,949,Riser B Load PT4,kips,"Output Riser B Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,950,Riser B Load PT5,kips,"Output Riser B Load PT5, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,951,Riser B Load PT6,kips,"Output Riser B Load PT6, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,952,Riser B Load PT7,kips,"Output Riser B Load PT7, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,953,Riser B Load PT8,kips,"Output Riser B Load PT8, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,954,Riser B PT1 Diff,psi,"Output Riser B PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,955,Riser B PT2 Diff,psi,"Output Riser B PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,956,Riser B PT3 Diff,psi,"Output Riser B PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,957,Riser B PT4 Diff,psi,"Output Riser B PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,958,Riser B PT5 Diff,psi,"Output Riser B PT5 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,959,Riser B PT6 Diff,psi,"Output Riser B PT6 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,960,Riser B PT7 Diff,psi,"Output Riser B PT7 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,961,Riser B PT8 Diff,psi,"Output Riser B PT8 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,962,Riser B Tension,kips,"Output Riser B Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,963,Riser C Load PT1,kips,"Output Riser C Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,964,Riser C Load PT2,kips,"Output Riser C Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,965,Riser C Load PT3,kips,"Output Riser C Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,966,Riser C Load PT4,kips,"Output Riser C Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,967,Riser C Load PT5,kips,"Output Riser C Load PT5, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,968,Riser C Load PT6,kips,"Output Riser C Load PT6, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,969,Riser C Load PT7,kips,"Output Riser C Load PT7, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,970,Riser C Load PT8,kips,"Output Riser C Load PT8, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,971,Riser C PT1 Diff,psi,"Output Riser C PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,972,Riser C PT2 Diff,psi,"Output Riser C PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,973,Riser C PT3 Diff,psi,"Output Riser C PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,974,Riser C PT4 Diff,psi,"Output Riser C PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,975,Riser C PT5 Diff,psi,"Output Riser C PT5 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,976,Riser C PT6 Diff,psi,"Output Riser C PT6 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,977,Riser C PT7 Diff,psi,"Output Riser C PT7 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,978,Riser C PT8 Diff,psi,"Output Riser C PT8 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,979,Riser C Tension,kips,"Output Riser C Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,980,Riser D Load PT1,kips,"Output Riser D Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,981,Riser D Load PT2,kips,"Output Riser D Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,982,Riser D Load PT3,kips,"Output Riser D Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,983,Riser D Load PT4,kips,"Output Riser D Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,984,Riser D Load PT5,kips,"Output Riser D Load PT5, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,985,Riser D Load PT6,kips,"Output Riser D Load PT6, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,986,Riser D Load PT7,kips,"Output Riser D Load PT7, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,987,Riser D Load PT8,kips,"Output Riser D Load PT8, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,988,Riser D PT1 Diff,psi,"Output Riser D PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,989,Riser D PT2 Diff,psi,"Output Riser D PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,990,Riser D PT3 Diff,psi,"Output Riser D PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,991,Riser D PT4 Diff,psi,"Output Riser D PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,992,Riser D PT5 Diff,psi,"Output Riser D PT5 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,993,Riser D PT6 Diff,psi,"Output Riser D PT6 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,994,Riser D PT7 Diff,psi,"Output Riser D PT7 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,995,Riser D PT8 Diff,psi,"Output Riser D PT8 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,996,Riser D Tension,kips,"Output Riser D Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,997,Riser E Load PT1,kips,"Output Riser E Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,998,Riser E Load PT2,kips,"Output Riser E Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,999,Riser E Load PT3,kips,"Output Riser E Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1000,Riser E Load PT4,kips,"Output Riser E Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1001,Riser E PT1 Diff,psi,"Output Riser E PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1002,Riser E PT2 Diff,psi,"Output Riser E PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1003,Riser E PT3 Diff,psi,"Output Riser E PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1004,Riser E PT4 Diff,psi,"Output Riser E PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1005,Riser E Tension,kips,"Output Riser E Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1006,Riser F Load PT1,kips,"Output Riser F Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1007,Riser F Load PT2,kips,"Output Riser F Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1008,Riser F Load PT3,kips,"Output Riser F Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1009,Riser F Load PT4,kips,"Output Riser F Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1010,Riser F PT1 Diff,psi,"Output Riser F PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1011,Riser F PT2 Diff,psi,"Output Riser F PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1012,Riser F PT3 Diff,psi,"Output Riser F PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1013,Riser F PT4 Diff,psi,"Output Riser F PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1014,Riser F Tension,kips,"Output Riser F Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1015,Riser G Load PT1,kips,"Output Riser G Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1016,Riser G Load PT2,kips,"Output Riser G Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1017,Riser G Load PT3,kips,"Output Riser G Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1018,Riser G Load PT4,kips,"Output Riser G Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1019,Riser G Load PT5,kips,"Output Riser G Load PT5, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1020,Riser G Load PT6,kips,"Output Riser G Load PT6, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1021,Riser G Load PT7,kips,"Output Riser G Load PT7, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1022,Riser G Load PT8,kips,"Output Riser G Load PT8, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1023,Riser G PT1 Diff,psi,"Output Riser G PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1024,Riser G PT2 Diff,psi,"Output Riser G PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1025,Riser G PT3 Diff,psi,"Output Riser G PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1026,Riser G PT4 Diff,psi,"Output Riser G PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1027,Riser G PT5 Diff,psi,"Output Riser G PT5 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1028,Riser G PT6 Diff,psi,"Output Riser G PT6 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1029,Riser G PT7 Diff,psi,"Output Riser G PT7 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1030,Riser G PT8 Diff,psi,"Output Riser G PT8 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1031,Riser G Tension,kips,"Output Riser G Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1032,Riser H Load PT1,kips,"Output Riser H Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1033,Riser H Load PT2,kips,"Output Riser H Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1034,Riser H Load PT3,kips,"Output Riser H Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1035,Riser H Load PT4,kips,"Output Riser H Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1036,Riser H PT1 Diff,psi,"Output Riser H PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1037,Riser H PT2 Diff,psi,"Output Riser H PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1038,Riser H PT3 Diff,psi,"Output Riser H PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1039,Riser H PT4 Diff,psi,"Output Riser H PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1040,Riser H Tension,kips,"Output Riser H Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1041,Riser I Load PT1,kips,"Output Riser I Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1042,Riser I Load PT2,kips,"Output Riser I Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1043,Riser I Load PT3,kips,"Output Riser I Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1044,Riser I Load PT4,kips,"Output Riser I Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1045,Riser I PT1 Diff,psi,"Output Riser I PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1046,Riser I PT2 Diff,psi,"Output Riser I PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1047,Riser I PT3 Diff,psi,"Output Riser I PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1048,Riser I PT4 Diff,psi,"Output Riser I PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1049,Riser I Tension,kips,"Output Riser I Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1050,Riser J Load PT1,kips,"Output Riser J Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1051,Riser J Load PT2,kips,"Output Riser J Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1052,Riser J Load PT3,kips,"Output Riser J Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1053,Riser J Load PT4,kips,"Output Riser J Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1054,Riser J PT1 Diff,psi,"Output Riser J PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1055,Riser J PT2 Diff,psi,"Output Riser J PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1056,Riser J PT3 Diff,psi,"Output Riser J PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1057,Riser J PT4 Diff,psi,"Output Riser J PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1058,Riser J Tension,kips,"Output Riser J Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1059,Riser K Load PT1,kips,"Output Riser K Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1060,Riser K Load PT2,kips,"Output Riser K Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1061,Riser K Load PT3,kips,"Output Riser K Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1062,Riser K Load PT4,kips,"Output Riser K Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1063,Riser K PT1 Diff,psi,"Output Riser K PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1064,Riser K PT2 Diff,psi,"Output Riser K PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1065,Riser K PT3 Diff,psi,"Output Riser K PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1066,Riser K PT4 Diff,psi,"Output Riser K PT4 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1067,Riser K Tension,kips,"Output Riser K Tension, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1068,Riser L Load PT1,kips,"Output Riser L Load PT1, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1069,Riser L Load PT2,kips,"Output Riser L Load PT2, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1070,Riser L Load PT3,kips,"Output Riser L Load PT3, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1071,Riser L Load PT4,kips,"Output Riser L Load PT4, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1072,Riser L PT1 Diff,psi,"Output Riser L PT1 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1073,Riser L PT2 Diff,psi,"Output Riser L PT2 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1074,Riser L PT3 Diff,psi,"Output Riser L PT3 Diff, computed by BMT WinMon."
Shell,Olympus,MIS,Derived,1075,Riser L PT4 Diff,psi,"Output Riser L PT4 Diff, computed by BMT WinMon."
