client,facility,system,device,channo,channame,chanunits,description
Shell,Perdido,MIS,MAS,608,Cllr Dk VCG,ft,"Output Cllr Dk VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,609,Cllr Dk CG EW,ft,"Output Cllr Dk CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,610,Cllr Dk CG NS,ft,"Output Cllr Dk CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,611,Cllr Dk Mt Vert HI,ft-kips,"Output Cllr Dk Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,612,Cllr Dk Mt Vert LO,ft-kips,"Output Cllr Dk Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,613,Cllr Dk Mt EW HI,ft-kips,"Output Cllr Dk Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,614,Cllr Dk Mt EW LO,ft-kips,"Output Cllr Dk Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,615,Cllr Dk Mt NS HI,ft-kips,"Output Cllr Dk Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,616,Cllr Dk Mt NS LO,ft-kips,"Output Cllr Dk Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,617,Spar Dk Weight,kips,"Output Spar Dk Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,618,Spar Dk VCG,ft,"Output Spar Dk VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,619,Spar Dk CG EW,ft,"Output Spar Dk CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,620,Spar Dk CG NS,ft,"Output Spar Dk CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,621,Spar Dk Mt Vert HI,ft-kips,"Output Spar Dk Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,622,Spar Dk Mt Vert LO,ft-kips,"Output Spar Dk Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,623,Spar Dk Mt EW HI,ft-kips,"Output Spar Dk Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,624,Spar Dk Mt EW LO,ft-kips,"Output Spar Dk Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,625,Spar Dk Mt NS HI,ft-kips,"Output Spar Dk Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,626,Spar Dk Mt NS LO,ft-kips,"Output Spar Dk Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,627,Voids Weight,kips,"Output Voids Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,628,Voids VCG,ft,"Output Voids VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,629,Voids CG EW,ft,"Output Voids CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,630,Voids CG NS,ft,"Output Voids CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,631,Voids Mt Vert HI,ft-kips,"Output Voids Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,632,Voids Mt Vert LO,ft-kips,"Output Voids Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,633,Voids Mt EW HI,ft-kips,"Output Voids Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,634,Voids Mt EW LO,ft-kips,"Output Voids Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,635,Voids Mt NS HI,ft-kips,"Output Voids Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,636,Voids Mt NS LO,ft-kips,"Output Voids Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,637,Voids FS Mt EW HI,ft-kips,"Output Voids FS Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,638,Voids FS Mt EW LO,ft-kips,"Output Voids FS Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,639,Voids FS Mt NS HI,ft-kips,"Output Voids FS Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,640,Voids FS Mt NS LO,ft-kips,"Output Voids FS Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,641,HFM Weight,kips,"Output HFM Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,642,HFM VCG,ft,"Output HFM VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,643,HFM CG EW,ft,"Output HFM CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,644,HFM CG NS,ft,"Output HFM CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,645,HFM Mt Vert HI,ft-kips,"Output HFM Mt Vert HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,646,HFM Mt Vert LO,ft-kips,"Output HFM Mt Vert LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,647,HFM Mt EW HI,ft-kips,"Output HFM Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,648,HFM Mt EW LO,ft-kips,"Output HFM Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,649,HFM Mt NS HI,ft-kips,"Output HFM Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,650,HFM Mt NS LO,ft-kips,"Output HFM Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,651,Disc Weight,kips,"Output Disc Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,652,Disc Weight VCG,ft,"Output Disc Weight VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,653,Disc Weight CG EW,ft,"Output Disc Weight CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,654,Disc Weight CG NS,ft,"Output Disc Weight CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,655,Lateral Phantom Force EW,kips,"Output Lateral Phantom Force EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,656,Lateral Phantom Force NS,kips,"Output Lateral Phantom Force NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,657,LPF Mt EW HI,ft-kips,"Output LPF Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,658,LPF Mt EW LO,ft-kips,"Output LPF Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,659,LPF Mt NS HI,ft-kips,"Output LPF Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,660,LPF Mt NS LO,ft-kips,"Output LPF Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,661,Apparent Draft,ft,"Calculated Draft, from 3rd party Herbert-ABS LMP system."
Shell,Perdido,MIS,MAS,662,Apparent Inclination EW,deg,"Calculated Inclination EW, from 3rd party Herbert-ABS LMP system."
Shell,Perdido,MIS,MAS,663,Apparent Inclination NS,deg,"Calculated Inclination NS, from 3rd party Herbert-ABS LMP system."
Shell,Perdido,MIS,MAS,664,Total Platform KG,ft,"Output Total Platform KG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,665,Operating KG Allow,ft,"Output Operating KG Allow, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,666,Storm KG Allow,ft,"Output Storm KG Allow, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,667,Rig Location EW,ft,"Output Rig Location EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,668,Rig Location NS,ft,"Output Rig Location NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,669,Total Weight Weight,kips,"Output Total Weight Weight, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,670,Total Weight VCG,ft,"Output Total Weight VCG, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,671,Total Weight CG EW,ft,"Output Total Weight CG EW, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,672,Total Weight CG NS,ft,"Output Total Weight CG NS, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,673,Total Weight FS Mt EW HI,ft-kips,"Output Total Weight FS Mt EW HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,674,Total Weight FS Mt EW LO,ft-kips,"Output Total Weight FS Mt EW LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,675,Total Weight FS Mt NS HI,ft-kips,"Output Total Weight FS Mt NS HI, data relayed from Weight Management System."
Shell,Perdido,MIS,MAS,676,Total Weight FS Mt NS LO,ft-kips,"Output Total Weight FS Mt NS LO, data relayed from Weight Management System."
Shell,Perdido,MIS,MIROS,677,Miros Sig Wave Ht,ft,Measured significant wave height.
Shell,Perdido,MIS,MIROS,678,Miros Max Wave Ht,ft,Measured maximum wave height.
Shell,Perdido,MIS,MIROS,679,Miros Wave Period,sec,Measured wave peak period.
Shell,Perdido,MIS,MIROS,680,Miros Wave Dir,deg,"Measured wave direction from, true."
Shell,Perdido,MIS,MIROS,681,Miros Pri Wave Dir Spread,deg,Direction spreading of the wave spectrum's primary peak energy.
Shell,Perdido,MIS,MIROS,682,Miros Wave Steepness,none,Measured wave steepness.
Shell,Perdido,MIS,MIROS,683,Mean 0-Upcrossing Period,sec,Measured average wave zero up-crossing period.
Shell,Perdido,MIS,MIROS,684,Miros Sec Wave Peak Dir,deg,"Measured secondary wave peak direction from, true."
Shell,Perdido,MIS,MIROS,685,Miros Wave HI Time,sec,"Measured wave data point timestamp. Combined ""Wave HI Time"" and  ""Wave LO Time"" channels give the measured data timestamp."
Shell,Perdido,MIS,MIROS,686,Miros Wave LO Time,sec,"Measured wave data point timestamp. Combined ""Wave HI Time"" and  ""Wave LO Time"" channels give the measured data timestamp."
Shell,Perdido,MIS,MIROS,687,Miros Surface Current Spd,knots,Measured surface current speed.
Shell,Perdido,MIS,MIROS,688,Miros Surface Current Dir,deg,"Measured surface current direction towards, true."
Shell,Perdido,MIS,MIROS,689,Miros Current HI Time,sec,"Measured current data point timestamp. Combined ""Current HI Time"" and  ""Current LO Time"" channels give the measured data timestamp."
Shell,Perdido,MIS,MIROS,690,Miros Current LO Time,sec,"Measured current data point timestamp. Combined ""Current HI Time"" and  ""Current LO Time"" channels give the measured data timestamp."
Shell,Perdido,MIS,Lidar,691,Lidar Ht1 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 1.
Shell,Perdido,MIS,Lidar,692,Lidar Ht1 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 1.
Shell,Perdido,MIS,Lidar,693,Lidar Ht1 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 1."
Shell,Perdido,MIS,Lidar,694,Lidar Height 1,ft,Lidar configured height 1.
Shell,Perdido,MIS,Lidar,695,Lidar Ht2 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 2.
Shell,Perdido,MIS,Lidar,696,Lidar Ht2 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 2.
Shell,Perdido,MIS,Lidar,697,Lidar Ht2 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 2."
Shell,Perdido,MIS,Lidar,698,Lidar Height 2,ft,Lidar configured height 2.
Shell,Perdido,MIS,Lidar,699,Lidar Ht3 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 3.
Shell,Perdido,MIS,Lidar,700,Lidar Ht3 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 3.
Shell,Perdido,MIS,Lidar,701,Lidar Ht3 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 3."
Shell,Perdido,MIS,Lidar,702,Lidar Height 3,ft,Lidar configured height 3.
Shell,Perdido,MIS,Lidar,703,Lidar Ht4 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 4.
Shell,Perdido,MIS,Lidar,704,Lidar Ht4 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 4.
Shell,Perdido,MIS,Lidar,705,Lidar Ht4 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 4."
Shell,Perdido,MIS,Lidar,706,Lidar Height 4,ft,Lidar configured height 4.
Shell,Perdido,MIS,Lidar,707,Lidar Ht5 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 5.
Shell,Perdido,MIS,Lidar,708,Lidar Ht5 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 5.
Shell,Perdido,MIS,Lidar,709,Lidar Ht5 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 5."
Shell,Perdido,MIS,Lidar,710,Lidar Height 5,ft,Lidar configured height 5.
Shell,Perdido,MIS,Lidar,711,Lidar Ht6 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 6.
Shell,Perdido,MIS,Lidar,712,Lidar Ht6 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 6.
Shell,Perdido,MIS,Lidar,713,Lidar Ht6 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 6."
Shell,Perdido,MIS,Lidar,714,Lidar Height 6,ft,Lidar configured height 6.
Shell,Perdido,MIS,Lidar,715,Lidar Ht7 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 7.
Shell,Perdido,MIS,Lidar,716,Lidar Ht7 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 7.
Shell,Perdido,MIS,Lidar,717,Lidar Ht7 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 7."
Shell,Perdido,MIS,Lidar,718,Lidar Height 7,ft,Lidar configured height 7.
Shell,Perdido,MIS,Lidar,719,Lidar Ht8 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 8.
Shell,Perdido,MIS,Lidar,720,Lidar Ht8 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 8.
Shell,Perdido,MIS,Lidar,721,Lidar Ht8 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 8."
Shell,Perdido,MIS,Lidar,722,Lidar Height 8,ft,Lidar configured height 8.
Shell,Perdido,MIS,Lidar,723,Lidar Ht9 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 9.
Shell,Perdido,MIS,Lidar,724,Lidar Ht9 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 9.
Shell,Perdido,MIS,Lidar,725,Lidar Ht9 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 9."
Shell,Perdido,MIS,Lidar,726,Lidar Height 9,ft,Lidar configured height 9.
Shell,Perdido,MIS,Lidar,727,Lidar Ht10 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 10.
Shell,Perdido,MIS,Lidar,728,Lidar Ht10 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 10.
Shell,Perdido,MIS,Lidar,729,Lidar Ht10 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 10."
Shell,Perdido,MIS,Lidar,730,Lidar Height 10,ft,Lidar configured height 10.
Shell,Perdido,MIS,Lidar,731,Lidar Ht11 Horz Wind Spd,knots,Measured horizontal component of wind speed at Lidar configured height 11.
Shell,Perdido,MIS,Lidar,732,Lidar Ht11 Vert Wind Spd,knots,Measured Lidar vertical component of wind speed at Lidar configured height 11.
Shell,Perdido,MIS,Lidar,733,Lidar Ht11 Wind Dir,degT,"Measured relative wind direction from, at Lidar configured height 11."
Shell,Perdido,MIS,Lidar,734,Lidar Height 11,ft,Lidar configured height 11.
Shell,Perdido,MIS,Lidar,735,Lidar Info Flag 10min Avg,bits,General information relating to the operational mode of the ZephIR.
Shell,Perdido,MIS,Lidar,736,Lidar Status Flag 10min Av,bits,"Internal ZephIR status, relating to the operational state of the ZephIR. For Z150/175: Red/Amber/Green."
Shell,Perdido,MIS,Lidar,737,Lidar Batt 10min Avg,Volts,Internal battery voltage.
Shell,Perdido,MIS,Lidar,738,Lidar Generator 10min Avg,Volts,"External supply voltage, if present."
Shell,Perdido,MIS,Lidar,739,Lidar Reference,#,"Each un-averaged (1sec or 3sec) record has an associated reference. The reference starts at zero and increments with each record. If the ZephIR’s internal storage is cleared, the reference resets to zero."
Shell,Perdido,MIS,Lidar,740,Lidar Air Temp,degF,Ambient temperature measured by the Met station.
Shell,Perdido,MIS,Lidar,741,Lidar Air Pressure,inHg,Ambient pressure measured by the Met station.
Shell,Perdido,MIS,Lidar,742,Lidar Upper Temp,degF,Internal pod temperature as measured by internal sensor located near the window.
Shell,Perdido,MIS,Lidar,743,Lidar Lower Temp,degF,Internal pod temperature as measured by internal sensor located near the external heat sink.
Shell,Perdido,MIS,Lidar,744,Lidar Raining Flag,bool,"Flag indicating if the rain sensor detected rain (0 – Off, 1 – On)."
Shell,Perdido,MIS,Lidar,745,Lidar Tilt,deg,Maximum magnitude of pitch or roll away from horizontal as measured by the Met station.
Shell,Perdido,MIS,Lidar,746,Lidar ZephIR bearing,deg,"Bearing of Met station with respect to True North, measured by the Met station. I.e. 5 degrees would be 5 degrees East of True North."
Shell,Perdido,MIS,Lidar,747,Lidar ZephIR Offset,deg,
Shell,Perdido,MIS,Lidar,748,Lidar ZephIR Mode,index,
Shell,Perdido,MIS,Lidar,749,Lidar Firmware Version,#,Firmware version.
Shell,Perdido,MIS,Lidar,750,Num Configured Heights,#,Number of configured heights.
Shell,Perdido,MIS,Lidar,751,Lidar Lense Height,ft,Lidar lense height from deck.
Shell,Perdido,MIS,Lidar,752,Lidar HI Time,sec,"Measured Lidar data point timestamp. Combined ""Lidar HI Time"" and  ""Lidar LO Time"" channels give the measured data timestamp."
Shell,Perdido,MIS,Lidar,753,Lidar LO Time,sec,"Measured Lidar data point timestamp. Combined ""Lidar HI Time"" and  ""Lidar LO Time"" channels give the measured data timestamp."
Shell,Perdido,MIS,Lidar,754,MET Watchdog,counter,Indicate whether the metocean computer is communicating to BMT WinMon or not.
Shell,Perdido,MIS,Derived Wind,755,AWOS Wind Spd,knots,AWOS wind speed at the sensor location.
Shell,Perdido,MIS,Derived Wind,756,AWOS Wind Dir,degT,AWOS wind direction from true north at the sensor location.
Shell,Perdido,MIS,Derived Wind,757,AWOS North Wind Spd,knots,AWOS wind speed component along True North Direction at the sensor location. AWOS North Wind Spd = derived(AWOS Wind Spd) * cos(derived(AWOS Wind Dir)).
Shell,Perdido,MIS,Derived Wind,758,AWOS East Wind Spd,knots,AWOS wind speed component along True East Direction at the sensor location. AWOS East Wind Spd = derived(AWOS Wind Spd) * sin(derived(AWOS Wind Dir)).
Shell,Perdido,MIS,Derived Wind,759,AWOS 10min Wind Spd,knots,The 10 minutes running average of derived(AWOS Wind Spd) at the sensor location.
Shell,Perdido,MIS,Derived Wind,760,AWOS 10min Wind Dir,degT,"The 10 minutes running average of derived(AWOS Wind Dir), referring to the true north at the sensor location."
Shell,Perdido,MIS,Derived Wind,761,AWOS 1hr Wind Spd,knots,The 1 hour running average of derived(AWOS Wind Spd) at the sensor location.
Shell,Perdido,MIS,Derived Wind,762,AWOS 1hr Wind Dir,degT,"The 1 hour running average of derived(AWOS Wind Dir), referring to the true north at the sensor location."
Shell,Perdido,MIS,Derived Position,763,Fugro GPS Lat,deg,Fugro GPS latitude position in deg decimal.
Shell,Perdido,MIS,Derived Position,764,Fugro GPS Lon,deg,Fugro GPS longitude position in deg decimal.
Shell,Perdido,MIS,Derived Position,765,Fugro GPS Altitude,ft,Fugro altitude reading at GPS height.
Shell,Perdido,MIS,Derived Position,766,Fugro GPS Northings,ft,Fugro Northings measured from local GPS position.
Shell,Perdido,MIS,Derived Position,767,Fugro GPS Eastings,ft,Fugro Eastings measured from local GPS position.
Shell,Perdido,MIS,Derived Position,768,Fugro PQ Northings,ft,Fugro Northings measured from platform reference position.
Shell,Perdido,MIS,Derived Position,769,Fugro PQ Eastings,ft,Fugro Eastings measured from platform reference position.
Shell,Perdido,MIS,Derived Position,770,Fugro PQ Offset,ft,Distance of Fugro offset from the platform reference position.
Shell,Perdido,MIS,Derived Position,771,Fugro PQ Offset Dir,degT,Direction from true north to Fugro offset position.
Shell,Perdido,MIS,Derived Position,772,Fugro PQ Northings AVG,ft,20 minutes running average of Fugro PQ Northings.
Shell,Perdido,MIS,Derived Position,773,Fugro PQ Eastings AVG,ft,20 minutes running average of Fugro PQ Eastings.
Shell,Perdido,MIS,Derived Position,774,Fugro Crane Heading,degT,Crane Heading (no sensor existed for Perdido).
Shell,Perdido,MIS,Derived Position,775,Orion GPS Lat,deg,Orion GPS latitude position in deg decimal.
Shell,Perdido,MIS,Derived Position,776,Orion GPS Lon,deg,Orion GPS longitude position in deg decimal.
Shell,Perdido,MIS,Derived Position,777,Orion GPS Altitude,ft,Orion altitude reading at GPS height.
Shell,Perdido,MIS,Derived Position,778,Orion GPS Northings,ft,Orion Northings measured from local GPS position.
Shell,Perdido,MIS,Derived Position,779,Orion GPS Eastings,ft,Orion Eastings measured from local GPS position.
Shell,Perdido,MIS,Derived Position,780,Orion PQ Northings,ft,Orion Northings measured from platform reference position.
Shell,Perdido,MIS,Derived Position,781,Orion PQ Eastings,ft,Orion Eastings measured from platform reference position.
Shell,Perdido,MIS,Derived Position,782,Orion PQ Offset,ft,Distance of Orion offset from the platform reference position.
Shell,Perdido,MIS,Derived Position,783,Orion PQ Offset Dir,degT,Direction from true north to Orion offset position.
Shell,Perdido,MIS,Derived Position,784,Orion PQ Northings AVG,ft,20 minutes running average of Orion PQ Northings.
Shell,Perdido,MIS,Derived Position,785,Orion PQ Eastings AVG,ft,20 minutes running average of Orion PQ Eastings.
Shell,Perdido,MIS,Derived Position,786,Orion Crane Heading,degT,Crane Heading (no sensor existed for Perdido).
Shell,Perdido,MIS,Derived Position,787,Auto GPS Lat,deg,Best of Fugro and Orion PQ Lat channels.
Shell,Perdido,MIS,Derived Position,788,Auto GPS Lon,deg,Best of Fugro and Orion PQ Lon channels.
Shell,Perdido,MIS,Derived Position,789,Auto GPS Altitude,ft,Best of Fugro and Orion GPS Altitude channels.
Shell,Perdido,MIS,Derived Position,790,Auto GPS Northings,ft,Best of Fugro and Orion GPS Northings channels.
Shell,Perdido,MIS,Derived Position,791,Auto GPS Eastings,ft,Best of Fugro and Orion GPS Eastings channels.
Shell,Perdido,MIS,Derived Position,792,Auto PQ Northings,ft,Best of Fugro and Orion PQ Northings channels.
Shell,Perdido,MIS,Derived Position,793,Auto PQ Eastings,ft,Best of Fugro and Orion PQ Eastings channels.
Shell,Perdido,MIS,Derived Position,794,Auto PQ Offset,ft,Best of Fugro and Orion PQ Offset channels.
Shell,Perdido,MIS,Derived Position,795,Auto PQ Offset Dir,degT,Best of Fugro and Orion PQ Offset Dir channels.
Shell,Perdido,MIS,Derived Position,796,Auto PQ Northings AVG,ft,Best of Fugro and Orion PQ Northings AVG channels.
Shell,Perdido,MIS,Derived Position,797,Auto PQ Eastings AVG,ft,Best of Fugro and Orion PQ Eastings AVG channels.
Shell,Perdido,MIS,Derived Position,798,Auto Crane Heading,degT,Best of Fugro and Orion Crane Heading channels.
Shell,Perdido,MIS,Derived Position,799,Auto GPS Quality,none,Best of Fugro and Orion GPS Quality channels.
Shell,Perdido,MIS,Derived Position,800,Auto No of Satellites,#,Best of Fugro and Orion GPS No of Sats channels.
Shell,Perdido,MIS,Derived Position,801,Auto PQ Northings WC,ft,Best of Fugro and Orion PQ Northings channels. (WC: Watch-circle shown on WinMon display)
Shell,Perdido,MIS,Derived Position,802,Auto PQ Eastings WC,ft,Best of Fugro and Orion PQ Eastings channels. (WC: Watch-circle shown on WinMon display)
Shell,Perdido,MIS,Derived Position,803,Auto PQ Offset WC,ft,Best of Fugro and Orion PQ Offset channels. (WC: Watch-circle shown on WinMon display)
Shell,Perdido,MIS,Derived Position,804,Auto PQ Bearing WC,deg,Best of Fugro and Orion bearing from platform reference position.
Shell,Perdido,MIS,Derived Position,805,Auto PQ UTM North,ft,Best of Fugro and Orion PQ Northings channels in UTM coordinate system.
Shell,Perdido,MIS,Derived Position,806,Auto PQ UTM East,ft,Best of Fugro and Orion PQ Eastings channels in UTM coordinate system.
Shell,Perdido,MIS,Derived 6DoF,807,PQ List,deg,20 minutes running average of 6DoF roll angle of rotation about the local body longitudinal (x) axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,808,PQ Trim,deg,20 minutes running average of 6DoF pitch angle of rotation about the local body longitudinal (y) axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,809,PQ Roll RMS,deg,Root mean square of 20 minutes 6DoF roll angle of rotation about the local body longitudinal (x) axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,810,PQ Pitch RMS,deg,Root mean square of 20 minutes 6DoF pitch angle of rotation about the local body transverse (y) axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,811,PQ Tilt,deg,Derived from PQ Roll and PQ Pitch. PQ Tilt = sqrt(PQ Roll)2 + sqrt(PQ Pitch)2
Shell,Perdido,MIS,Derived 6DoF,812,PQ Tilt Dir,degT,Derived tilt direction from PQ Roll and PQ Pitch. PQ Tilt Dir = atan[(PQ Roll)2 + (PQ Pitch)2] + PQ Heading
Shell,Perdido,MIS,Derived 6DoF,813,PQ Surge Acc RMS,ft/s^2,Root mean square of 20 minutes PQ Surge Acc along the local body longitudinal (x) axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,814,PQ Sway Acc RMS,ft/s^2,Root mean square of 20 minutes PQ Sway Acc along the local body transverse (y) axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,815,PQ Heave Acc RMS,ft/s^2,Root mean square of 20 minutes PQ Heave Acc along the local body vertical (z) axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,816,PQ Deck Acc RMS,ft/s^2,Root mean square of 20 minutes ???? axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,817,PQ List 5min,deg,Running average of 5 minutes PQ List about the local body longitudinal (x) axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,818,PQ Trim 5min,deg,Running average of  5 minutes PQ Trim about the local body longitudinal (y) axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,819,PQ Roll RMS 5min,deg,Root mean square of 5 minutes roll angle of rotation about the local body longitudinal (x) axis at vessel origin.
Shell,Perdido,MIS,Derived 6DoF,820,PQ Pitch RMS 5min,deg,Root mean square of 5 minutes pitch angle of rotation about the local body transverse (y) axis at vessel origin.
Shell,Perdido,MIS,Derived ML Current,821,ML1 Current Link,#,
Shell,Perdido,MIS,Derived ML Current,822,ML1 Current DOS,days,
Shell,Perdido,MIS,Derived ML Current,823,ML2 Current Link,#,
Shell,Perdido,MIS,Derived ML Current,824,ML2 Current DOS,days,
Shell,Perdido,MIS,Derived ML Current,825,ML3 Current Link,#,
Shell,Perdido,MIS,Derived ML Current,826,ML3 Current DOS,days,
Shell,Perdido,MIS,Derived ML Current,827,ML4 Current Link,#,
Shell,Perdido,MIS,Derived ML Current,828,ML4 Current DOS,days,
Shell,Perdido,MIS,Derived ML Current,829,ML5 Current Link,#,
Shell,Perdido,MIS,Derived ML Current,830,ML5 Current DOS,days,
Shell,Perdido,MIS,Derived ML Current,831,ML6 Current Link,#,
Shell,Perdido,MIS,Derived ML Current,832,ML6 Current DOS,days,
Shell,Perdido,MIS,Derived ML Current,833,ML7 Current Link,#,
Shell,Perdido,MIS,Derived ML Current,834,ML7 Current DOS,days,
Shell,Perdido,MIS,Derived ML Current,835,ML8 Current Link,#,
Shell,Perdido,MIS,Derived ML Current,836,ML8 Current DOS,days,
Shell,Perdido,MIS,Derived ML Current,837,ML9 Current Link,#,
Shell,Perdido,MIS,Derived ML Current,838,ML9 Current DOS,days,
